site_id,priority,clinic,province,district,backhaul_cluster,cluster_tier,rollout_phase,address,latitude,longitude,geocode_source,geocode_confidence,recommended_access_technology,notes,dfa_status,dfa_nearnet_distance_m,dfa_products_available,dfa_reference,checked_date
UNJ-032,1,Alexandra,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"Alexandra Plaza, Cnr 2nd & 3rd Avenue, Wynberg, Alexandra",-26.1077526,28.0866494,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-073,1,Alliance,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"2135 Modderbee Road, next to Usave, Alliance, Benoni",-26.1764651,28.4220229,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-074,1,Barcelona,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"21968 Thebedi Street, Barcelona Office, Etwatwa",-26.1093349,28.4529312,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-075,1,Benoni,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"92 Kemston Avenue, Benoni",-26.1873205,28.3139269,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-033,1,Berea,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"The Alec Building, 41 Catherine Avenue, Berea",-26.1886345,28.052247,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-034,1,Braamfischerville,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"Stand 5636, Cnr Braamfischerville and Unit Road, Braamfischerville, Soweto",-26.2023193,27.8684658,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-076,1,Carnival Green,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"616 Dinare Street Ext 7, Salfin, Carnival Green, Boksburg",-26.2693099,28.2944364,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-077,1,Chloorkop,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"Christ Community Ministries, 3430 Successor Street, Chloorkop, Phomolong, Tembisa",-26.0384457,28.1843814,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-078,1,Clayville,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"2176 Antimony Street, Clayville Ext 26, Olifantsfontein",-25.9566041,28.2007826,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-035,1,Cosmo City,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"Cosmo City Baptist Church, 212 Oklahoma Drive, Cosmo City",-26.019046,27.933947,CircleTel pilot survey,FIELD-VERIFIED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,ADDRESS CONFLICT: public locator says 212 Oklahoma Drive; CircleTel pilot record says 35 Massachussets Crescent - confirm before relying on result,,,,,
UNJ-079,1,Daveyton,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"30443 Mangethe Street, Daveyton Ext 06",-26.1633644,28.3979321,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-036,1,Diepsloot,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"Diepsloot Mall, R511 and 1st Avenue, Diepsloot",-25.9418683,28.0189944,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-080,1,Duduza,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"2098 Mandela Street, Bluegumview, Duduza, Nigel",-26.3840916,28.3958405,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-037,1,Ebony Park,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"160529 September Drive, Ebony Park, Midrand",-25.9998869,28.1786053,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-038,1,Fleurhof,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"Cnr Drumstick & Lavender Road, Ext 26, Fleurhof, Florida",-26.2058001,27.9143102,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-039,1,Freedom Park,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"No 7 Old Vereeniging Road, Devland Ext 9, Freedom Park",-26.2847398,27.9438696,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-081,1,Germiston,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"250 Victoria Street, Germiston",-26.2166418,28.1669577,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-082,1,Greenfield,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"773 Umbrella Street, Greenfield",-26.3926115,28.1326177,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-083,1,Hospital View,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"Apostolic Gospel Church, Cnr Goniwe & Reverend RTG Namane Drive, Hospital View, Tembisa",-25.9935913,28.2457752,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-040,1,Jabulani,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"2188 Koma Road, Jabulani, Soweto",-26.2463199,27.8549103,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-055,1,Karen Park,Gauteng,City of Tshwane,Gauteng Core Metro,1,1,"78 Dieffenbachia Street, Karen Park, Akasia",-25.6693787,28.1128345,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-084,1,Katlehong,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"1029 Kgotso Street, Twala Section, Katlehong",-26.332786,28.1448084,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-085,1,Kempton Park,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"42 Monument Road, Kempton Park",-26.0963626,28.234692,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-086,1,Kopanong,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"Living Waters Bible Church, Cnr Andrew Mapheto & Thami Mnyele, Kopanong, Tembisa",-26.0011647,28.224232,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-087,1,KwaThema,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"10525 Shabangu Street, KwaThema, Springs",-26.2977662,28.4021959,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-088,1,Langaville,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"19532 Black Road, Langaville, Brakpan",-26.3145132,28.3888111,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-041,1,Lenasia South,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"6652 Karasberg Street, Ext 4, Lenasia South",-26.3958933,27.8760677,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-042,1,Lens Ext 10,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"Usave, Volta Street, Lenasia Ext 10",-26.3406512,27.8727646,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-089,1,Leondale,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"26 Heather Road, Roodekop, Germiston",-26.3022602,28.1797095,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-057,1,Lusaka,Gauteng,City of Tshwane,Gauteng Core Metro,1,1,"131 Lehong Street, Mamelodi East Ext 22, Mamelodi",-25.7146255,28.4345322,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-043,1,Malvern,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"Cnr Tooronga Street and 30th Street, Malvern",-26.2026206,28.1150079,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-058,1,Mamelodi,Gauteng,City of Tshwane,Gauteng Core Metro,1,1,"Denlyn Shopping Centre, Cnr Watloo & Stormvoel Road, Mamelodi West",-25.7146942,28.3310168,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-059,1,Mamelodi West,Gauteng,City of Tshwane,Gauteng Core Metro,1,1,"1518-1528 Shabangu Avenue, Mamelodi West, MD1",-25.7092861,28.361871,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-090,1,Mayfield,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"Plot 30, Lurie Road, across Mayfield Square, Putfontein",-26.1336417,28.4113206,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-060,1,Midway Chiawelo,Gauteng,City of Tshwane,Gauteng Core Metro,1,1,"17 Gateway Street, Klipriviersoog, Soweto",-26.2892423,27.8469855,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-062,1,Nellmapius,Gauteng,City of Tshwane,Gauteng Core Metro,1,1,"385 Kaizer Chiefs Road, Nellmapius, Pretoria",-25.7355629,28.3693212,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-044,1,Newlands,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"142 Main Road, Newlands",-26.1760293,27.9675853,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-063,1,Olievenhoutbos,Gauteng,City of Tshwane,Gauteng Core Metro,1,1,"Absa Park, Morudi Street, Olievenhoutbos",-25.9028498,28.0967811,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-045,1,Orlando,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"Anchor High School, 10894 Mabasotho Street, Orlando West, Soweto",-26.2197402,27.915497,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-046,1,Phiri,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"69 Dingaan Street, Phiri, Soweto",-26.2703855,27.8546382,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-047,1,Pimville,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"8468 Mndoni Street, Pimville Zone 6, Pimville",-26.2672826,27.910496,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-064,1,Pretoria North,Gauteng,City of Tshwane,Gauteng Core Metro,1,1,"Shoprite Centre, 23 Ben Viljoen Street, Pretoria North",-25.6761551,28.1738496,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-065,1,Pretoria West,Gauteng,City of Tshwane,Gauteng Core Metro,1,1,"441 Frederick Street, Pretoria West",-25.7495632,28.1550655,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-091,1,Primrose,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"136 Rietfontein Road, Primrose Square, Primrose",-26.1885676,28.163113,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-048,1,Protea Glen,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"Stand 11172, Cnr Wattle & Viburnum Street, Protea Glen, Soweto",-26.2820619,27.8119892,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-092,1,Ramaphosa,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"1652 Fish Eagle Street, Ramaphosa",-26.2320173,28.2076771,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-066,1,Rosslyn,Gauteng,City of Tshwane,Gauteng Core Metro,1,1,"12 Piet Rautenbach Street, Rosslyn",-25.616091,28.0887876,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-093,1,Slovo Park,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"117 Mahlambandlovu Drive, Slovo Park Phase Park",-26.2091339,28.4812483,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-094,1,Sontonga Mall,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"Sontonga Mall, Cnr SS Setai Street & AM Hlongwane Street, Katlehong",-26.3771667,28.1623833,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-070,1,Sunnyside,Gauteng,City of Tshwane,Gauteng Core Metro,1,1,"13/822 Gerhard Moerdyk Street, Sunnyside, Pretoria",-25.7524928,28.1985776,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-095,1,Tokoza,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"263 Khumalo Street, Tokoza",-26.340183,28.1390544,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-096,1,Tsakane,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"Stand 32026, Cnr Vukuzenzele & Modjadji Street, Tsakane Ext 12",-26.3568765,28.369882,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-049,1,Turffontein,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"132 Hay Street, Turffontein, Johannesburg",-26.2439192,28.0385857,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-097,1,Villa Lisa,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"2092 Lama Street, Ext 2, Villa Lisa",-26.3279032,28.25928,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-098,1,Vosloorus,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"1934 Roets Drive Ext 1, Vosloorus",-26.3602111,28.1970297,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-099,1,Wattville,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"3144 Xuma Street, Wattville, Benoni",-26.2226105,28.3024233,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-050,1,Wemmer,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"Faraday Taxi Rank, Faraday Street, Wemmer",-26.212237,28.0449673,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-100,1,Windmill Park,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"130 East Central Road, Windmill Park, Boksburg",-26.2897902,28.2624332,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-101,1,Wright Park,Gauteng,Ekurhuleni,Gauteng Core Metro,1,1,"71 Springs West Road, Wright Park, Springs",-26.2678406,28.4081637,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-051,1,Zandspruit,Gauteng,City of Jhb,Gauteng Core Metro,1,1,"No 60, Beyers Naude Drive, Zandspruit",-26.0632964,27.9051799,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre; 5G tertiary,,,,,,
UNJ-002,2,Amalinda,Eastern Cape,Buffalo City,Buffalo City Metro,3,2,"1 Ben Howe Place, Saxilby Road, Amalinda, East London",-32.9914533,27.8651685,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-015,2,Cleary Estate,Eastern Cape,Nelson Mandela,Nelson Mandela Bay Metro,3,2,"8 Norman Middelton Street, Cleary Estate, Gqeberha",-33.8959935,25.5286619,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-003,2,Gillwell,Eastern Cape,Buffalo City,Buffalo City Metro,3,2,"Shop T9, Cnr Gillwell & Fleet Street, Gillwell Mall, East London",-33.02012,27.9014327,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-016,2,Gqeberha,Eastern Cape,Nelson Mandela,Nelson Mandela Bay Metro,3,2,"681 Govan Mbeki Avenue, North End, Gqeberha",-33.9412222,25.6057778,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-017,2,Kwa-Nobuhle,Eastern Cape,Nelson Mandela,Nelson Mandela Bay Metro,3,2,"1 Dalindyebo Avenue, Kwa-Nobuhle",-33.8038821,25.3952797,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-018,2,Kwazakhele,Eastern Cape,Nelson Mandela,Nelson Mandela Bay Metro,3,2,"Masakhisizwe Resource Centre, Daku Road, Kwazakhele, Gqeberha",-33.8747282,25.5831136,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-004,2,Mdantsane,Eastern Cape,Buffalo City,Buffalo City Metro,3,2,"Masikhule Nursery School, 9830 NU 2, Mdantsane Highway",-32.9440823,27.7576496,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-019,2,Motherwell,Eastern Cape,Nelson Mandela,Nelson Mandela Bay Metro,3,2,"4 Xabane Street, NU5 Motherwell, Gqeberha",-33.8247168,25.5946111,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-005,2,Scenery Park,Eastern Cape,Buffalo City,Buffalo City Metro,3,2,"35899 Scenery Park, Main Road, East London",-32.9930369,27.8239988,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-020,2,Uitenhage,Eastern Cape,Nelson Mandela,Nelson Mandela Bay Metro,3,2,"131 Acacia Street, Uitenhage (Kariega)",-33.7418989,25.3720013,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-021,2,Walmer,Eastern Cape,Nelson Mandela,Nelson Mandela Bay Metro,3,2,"Cnr 6th Avenue and Heugh Road, Walmer, Gqeberha",-33.9814945,25.597013,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-006,2,Zwelitsha,Eastern Cape,Buffalo City,Buffalo City Metro,3,2,"Stand 2958, next to Civic Centre, Zone 7, Zwelitsha, King Williams Town",-32.9213757,27.4211461,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-117,2,Bridge City KwaMashu,KwaZulu-Natal,Ethekwini,eThekwini Metro,2,2,"Bridge City Shopping Centre, Nogwaja Road & Bridge City Boulevard, KwaMashu",-29.7283118,30.9869354,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre,,,,,,
UNJ-118,2,Durban,KwaZulu-Natal,Ethekwini,eThekwini Metro,2,2,"135 Anton Lembede Street, Durban",-29.8583142,31.0315322,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre,,,,,,
UNJ-119,2,Illovu,KwaZulu-Natal,Ethekwini,eThekwini Metro,2,2,"R603, Illovu, Fundikhono, Mchunu",-30.0557837,30.8120669,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre,,,,,,
UNJ-120,2,Inanda,KwaZulu-Natal,Ethekwini,eThekwini Metro,2,2,"M25 Main Road, Matikwe Area, Inanda",-29.6934163,30.9337636,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre,,,,,,
UNJ-121,2,Isipingo,KwaZulu-Natal,Ethekwini,eThekwini Metro,2,2,"19 Jadwat Street, Isipingo",-29.9819722,30.9256111,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre,,,,,,
UNJ-122,2,Phoenix,KwaZulu-Natal,Ethekwini,eThekwini Metro,2,2,"28 Corkbrook Close, Brookdale, Phoenix",-29.6847074,30.9935456,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre,,,,,,
UNJ-123,2,Redhill,KwaZulu-Natal,Ethekwini,eThekwini Metro,2,2,"1101 Chris Hani Road, Redhill",-29.7736149,31.024332,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre,,,,,,
UNJ-124,2,Riverview,KwaZulu-Natal,Ethekwini,eThekwini Metro,2,2,"140 Cnr Ngwele and Brackenhill Road, Riverview",-29.7375554,30.798945,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre,,,,,,
UNJ-125,2,Umbumbulu,KwaZulu-Natal,Ethekwini,eThekwini Metro,2,2,"R603 Umbumbulu opposite Mkhize Road, Umbumbulu",-29.99708,30.792473,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre,,,,,,
UNJ-126,2,Umlazi,KwaZulu-Natal,Ethekwini,eThekwini Metro,2,2,"341 Griffiths Mxenge Highway, KwaMnyandu Shopping Centre, Umlazi",-29.9719108,30.906719,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre,,,,,,
UNJ-127,2,Verulam,KwaZulu-Natal,Ethekwini,eThekwini Metro,2,2,"53 Todd Street, Verulam",-29.6443047,31.0464958,Google Places,AUTO-GEOCODED,Fibre first; Tarana FWB 50 Mbps where no fibre,,,,,,
UNJ-256,2,Cravenby,Western Cape,City of Cape Town,Cape Town Metro,3,2,"2 Jade Close, Cravenby",-33.9235771,18.5885183,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-260,2,Kayamandi,Western Cape,Stellenbosch,Cape Town Metro,3,2,"1188a Masitandane Road, Kayamandi, Stellenbosch",-33.9159729,18.849594,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-257,2,Kraaifontein,Western Cape,City of Cape Town,Cape Town Metro,3,2,"Shell Vos Motors, 98 Voortrekker Road, Belmont Park, Kraaifontein",-33.8508936,18.7322102,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-258,2,Makhaza,Western Cape,City of Cape Town,Cape Town Metro,3,2,"Makhaza Shopping Centre, Cnr Japhta K Masemola Road and Cekeca Road, Khayelitsha",-34.0467623,18.7023358,Google Places,AUTO-GEOCODED,Fibre first; 5G / LTE fallback,,,,,,
UNJ-022,3,Addo,Eastern Cape,Sarah Baartman,Sarah Baartman,4,5,"470 Aloe Street, Valencia, Addo",-33.5553889,25.6935556,Google Places,AUTO-GEOCODED,LTE uncapped; LEO satellite fallback,,,,,,
UNJ-014,3,Butterworth,Eastern Cape,Mnquma,EC Interior,3,4,"Zazulwana area, N2 opposite Shell Garage, Butterworth",-32.2921484,28.2087034,Google Places,AUTO-GEOCODED,LTE uncapped primary; Tarana where tower LOS exists,,,,,,
UNJ-008,3,Cofimvaba,Eastern Cape,Chris Hani,EC Interior,3,4,"No 3805 Cnr Bellair and High Street, Cofimvaba",-32.0014538,27.5801133,Google Places,AUTO-GEOCODED,LTE uncapped primary; Tarana where tower LOS exists,,,,,,
UNJ-001,3,Dutywa,Eastern Cape,Amatole,EC Interior,3,4,"Mission location, Colosa A/A, Dutywa",-32.0630943,28.3292868,Google Places,AUTO-GEOCODED,LTE uncapped primary; Tarana where tower LOS exists,,,,,,
UNJ-010,3,Engcobo,Eastern Cape,Dr AB Xuma,EC Interior,3,4,"65 Church Street, behind Weirs Cash and Carry, Engcobo",-31.674386,27.998605,Google Places,AUTO-GEOCODED,LTE uncapped primary; Tarana where tower LOS exists,,,,,,
UNJ-007,3,Kirkwood,Eastern Cape,Cacadu District,Sarah Baartman,4,5,"29 Harrod Street, Kirkwood",-33.4000753,25.4457431,Google Places,AUTO-GEOCODED,LTE uncapped; LEO satellite fallback,,,,,,
UNJ-009,3,Komani,Eastern Cape,Chris Hani,EC Interior,3,4,"Stand 1663, Sabata Street, Mlungisi Township, Komani",-31.9050985,26.8679599,Google Places,AUTO-GEOCODED,LTE uncapped primary; Tarana where tower LOS exists,,,,,,
UNJ-011,3,Maclear,Eastern Cape,Joe Gqabi,EC Interior,3,4,"ERF 3486, No 1 Church Street, Maclear",-31.0690779,28.3490852,Google Places,AUTO-GEOCODED,LTE uncapped primary; Tarana where tower LOS exists,,,,,,
UNJ-012,3,Maletswai,Eastern Cape,Joe Gqabi,EC Interior,3,4,"Cnr Phooko Street & Bantu Street, Aliwal North",-30.6916039,26.6937806,Google Places,AUTO-GEOCODED,LTE uncapped primary; Tarana where tower LOS exists,,,,,,
UNJ-013,3,Sterkspruit,Eastern Cape,Joe Gqabi,EC Interior,3,4,"Stand 2A, Herschell Road, Sterkspruit",-30.529351,27.3600035,Google Places,AUTO-GEOCODED,LTE uncapped primary; Tarana where tower LOS exists,,,,,,
UNJ-030,3,Bethlehem,Free State,Thabo Mofutsanyane,FS Eastern Highlands,4,5,"9969 Manye Street, Bohlokong Location, Bethlehem",-28.2223042,28.3216218,Google Places,AUTO-GEOCODED,LTE uncapped; LEO satellite fallback,,,,,,
UNJ-027,3,Botshabelo,Free State,Mangaung,Mangaung Metro,4,5,"Stand 656 Section H1, next to Caltex Garage, Botshabelo",-29.2089376,26.7074323,Google Places,AUTO-GEOCODED,LTE uncapped; LEO satellite fallback,,,,,,
UNJ-023,3,Deneysville,Free State,Fezile Dabi,FS Northern (Fezile Dabi),4,5,"All Nations Ministries, 3060 Mbeki Section, Refengkgotso, Deneysville",-26.8912317,28.0854166,Google Places,AUTO-GEOCODED,LTE uncapped; LEO satellite fallback,,,,,,
UNJ-028,3,Dewetsdorp,Free State,Mangaung,Mangaung Metro,4,5,"No 8 McLeod Street, Dewetsdorp",-29.5793078,26.665796,Google Places,AUTO-GEOCODED,LTE uncapped; LEO satellite fallback,,,,,,
